大型经营性公墓,电话0556一5848999,安庆莲花山陵园,佛缘香行,电话18055662772	0.322|0.712|0.069,0.648|0.71|0.047,0.509|0.375|1.0,0.255|0.891|0.082,0.625|0.889|0.061	安庆莲花山陵园
理代雪售,no,椰海金叶,琼a0089,骏豪隆商行	0.164|0.657|0.156,0.762|0.671|0.067,0.453|0.418|1.0,0.858|0.671|0.066,0.814|0.468|0.304	椰海金叶俊豪隆商行
日丰ppr管,炉具,开关电线,水暖洁具,电工,冰箱,监控器材,小路电器,电脑,力诺桑乐太阳能,小路,专业上下水暖,电视,九豪,家电修理,电话13591587787,烟机	0.875|0.86|0.156,0.6|0.116|0.082,0.617|0.261|0.081,0.838|0.5|0.533,0.28|0.87|0.074,0.402|0.118|0.076,0.493|0.258|0.075,0.153|0.196|0.286,0.469|0.121|0.086,0.352|0.539|1.0,0.834|0.198|0.622,0.124|0.865|0.1,0.332|0.118|0.076,0.742|0.874|0.133,0.361|0.256|0.082,0.48|0.86|0.073,0.535|0.121|0.069	小路电器
话11913806920,pos机,团体意外险,理财险,理赔服务,按揭房贷款,车主贷,保险,养老险,保单贷款,车险,学平险,贷款,人身保险,16639561345,信用贷款,信用卡,综合金融,电话	0.353|0.849|0.122,0.854|0.75|0.061,0.162|0.711|0.071,0.142|0.509|0.067,0.469|0.587|0.973,0.827|0.443|0.074,0.839|0.542|0.069,0.109|0.136|0.151,0.135|0.422|0.06,0.818|0.331|0.087,0.119|0.244|0.05,0.151|0.614|0.06,0.798|0.117|0.207,0.129|0.331|0.055,0.782|0.886|0.107,0.851|0.645|0.086,0.806|0.235|0.067,0.444|0.265|1.0,0.154|0.84|0.16	综合金融理赔服务
厨房和热水电器专卖店,midea	0.668|0.533|0.726,0.251|0.6|1.0	厨房和热水电器专卖店
地址长治县外环东投西苗村旁中化加油站向西0米路南,jinb,电话1372096476,盛世瓷砖批发城,金巴利,金巴利,13720954760,话15235544906	0.342|0.929|0.003,0.161|0.737|0.002,0.825|0.836|0.028,0.419|0.848|0.067,0.173|0.677|0.01,0.678|0.429|1.0,0.602|0.934|0.001,0.524|0.934|0.002	金巴利盛世瓷砖批发城
拉面,品A,M口,生态mall	0.634|0.784|0.236,0.332|0.667|0.345,0.695|0.652|0.331,0.485|0.492|1.0	生态
新野直营店,18567155552,长安汽车,17518963900	0.717|0.556|0.277,0.876|0.625|0.025,0.407|0.556|1.0,0.874|0.833|0.019	长安汽车新野直营店
1985543573,木工,家装,衣柜定制,电话,承接,油漆,中辉装饰,板材防水油漆集成墙,装修刮白,水电安装	0.924|0.87|0.025,0.443|0.9|0.029,0.128|0.898|0.035,0.21|0.903|0.035,0.796|0.86|0.06,0.06|0.894|0.041,0.387|0.902|0.031,0.289|0.392|1.0,0.777|0.552|0.186,0.312|0.9|0.032,0.518|0.897|0.031	中辉装饰
道,henxiangjia,很想家	0.149|0.461|1.0,0.754|0.661|0.051,0.749|0.413|0.551	很想家
traffic,西王中队,河津市公安局,station,police,交通警察大队	0.5|0.862|0.035,0.508|0.588|1.0,0.688|0.188|0.151,0.492|0.914|0.039,0.504|0.887|0.039,0.396|0.19|0.174	河津市公安局交通警察大队西王中队
萧县,张庄寨镇委员会,中国共产党	0.246|0.115|0.342,0.522|0.582|1.0,0.657|0.108|0.126	中国共产党萧县张庄寨镇委员会
签约网点,中国税务,中国邮政,1人APOS,委托代开普通发票业务	0.502|0.717|1.0,0.398|0.148|0.311,0.751|0.14|0.104,0.756|0.187|0.049,0.511|0.476|0.372	委托代开普通发票业务签约网点
便民超市,娃哈哈,绵柔尖庄,y,微蓝湖桶装水自提点,拳王插座专卖	0.714|0.564|1.0,0.443|0.176|0.084,0.315|0.574|0.759,0.967|0.883|0.17,0.663|0.144|0.108,0.277|0.181|0.086	绵柔尖庄便民超市
锦恒不锈钢,四通铝材	0.795|0.579|0.694,0.281|0.566|1.0	四通铝材
清洗机,各种水管,深井泵,发电机,CP,抽沙泵,抽沙管,电话15328938486,污水泵,17313258486,钱涛泵业,潜水泵,钱涛泵业	0.633|0.624|0.087,0.897|0.634|0.083,0.784|0.505|0.075,0.753|0.627|0.077,0.269|0.363|0.904,0.916|0.508|0.086,0.514|0.623|0.087,0.588|0.804|0.056,0.658|0.502|0.08,0.88|0.814|0.036,0.241|0.599|0.268,0.53|0.495|0.083,0.732|0.258|1.0	钱涛泵业
设项目管理公司,淄博建鲁工程建,高华项目部	0.569|0.23|0.363,0.262|0.237|0.345,0.5|0.681|1.0	淄博建鲁工程建设项目管理公司高华项目部
初信初访接待室,博山区域城镇大社区	0.477|0.776|0.461,0.491|0.346|1.0	博山区域城镇大李社区初信初访接待室
yahao,lithium,industrial,BSSm,SiChuan,雅化集团,limited,四川兴晟鲤业有限责任公司	0.154|0.205|0.164,0.255|0.896|0.06,0.436|0.821|0.074,0.098|0.958|0.095,0.647|0.753|0.104,0.324|0.12|0.157,0.888|0.653|0.107,0.511|0.393|1.0	四川兴晟锂业有限责任公司
艾灸疗法,母婴护理,2506257,预约电话,禅疗推拿,稚善小儿推拿	0.499|0.785|0.096,0.326|0.777|0.087,0.849|0.822|0.041,0.689|0.806|0.084,0.151|0.764|0.077,0.504|0.376|1.0	稚善小儿推拿
断桥门窗,15835918309,134669700	0.5|0.453|1.0,0.422|0.86|0.031,0.754|0.857|0.041	断桥门窗
王家小,小炒,王家	0.626|0.492|1.0,0.069|0.734|0.065,0.077|0.289|0.085	王家小炒
洪洞县明姜镇罗家坪村,山水水泥,地址,临汾山水水泥有限公司,山水集团	0.745|0.566|0.255,0.762|0.252|1.0,0.484|0.58|0.191,0.203|0.58|0.196,0.357|0.282|0.805	临汾山水水泥有限公司
东昇防腐木,计工,设施,东昇防腐木,计工,设施	0.268|0.405|1.0,0.714|0.883|0.398,0.226|0.824|0.317,0.749|0.399|0.986,0.218|0.922|0.307,0.728|0.796|0.369	东晟防腐木
梦之蓝,梦之蓝旗舰店	0.439|0.426|1.0,0.762|0.843|0.121	梦之蓝旗舰店
钟表店,面配件,修表,十四总	0.506|0.573|1.0,0.952|0.467|0.025,0.983|0.661|0.033,0.571|0.174|0.099	钟表店
zone,auto,迎富贵,平安金盾汽车零部件园,xcpajd,parts,平安金盾	0.841|0.537|0.124,0.512|0.556|0.128,0.957|0.543|0.08,0.49|0.252|1.0,0.315|0.556|0.139,0.677|0.547|0.124,0.132|0.859|0.105	平安金盾汽车零部件园
SANIA口日C日R6A国一NNELEAN,山西交城农村商业银行,新开路储蓄所	0.585|0.454|0.232,0.573|0.376|1.0,0.335|0.541|0.332	山西交城农村商业银行新开路储蓄所
耙烧腊,新华广场	0.455|0.503|1.0,0.462|0.221|0.886	新华广场耙烧腊
全球销量遥遥领先,罗屯君国车行,雅迪	0.733|0.6|0.189,0.649|0.874|0.158,0.367|0.489|1.0	雅迪
通州建总集团有限公司,星,中梁控股集团,家家,中梁首府项目	0.398|0.746|0.242,0.322|0.517|1.0,0.428|0.391|0.25,0.161|0.167|0.032,0.416|0.87|0.085	中梁控股集团
中铁,中国,中国中铁,t重	0.853|0.48|1.0,0.437|0.467|0.915,0.641|0.748|0.067,0.161|0.419|0.781	中国中铁
n,步7成,幼儿园,七色光,5581608,七色	0.506|0.25|0.156,0.334|0.825|0.062,0.74|0.35|0.91,0.1|0.394|0.076,0.849|0.804|0.034,0.291|0.338|1.0	七色光幼儿园
配电与工业自动化控制,天铭电气	0.5|0.847|0.18,0.496|0.358|1.0	天铭电气
海勇轮胎销售店,邓禄普轮胎,13838972992,捷轮家,DUNLP,兰公EX一公三三	0.232|0.872|0.192,0.371|0.496|0.858,0.775|0.889|0.098,0.805|0.279|0.654,0.359|0.259|1.0,0.788|0.375|0.093	邓禄普轮胎
湖北放心粮油,老河口市粮食局,荆楚粮油,联系电话日13476442574	0.512|0.515|1.0,0.31|0.861|0.044,0.114|0.856|0.047,0.8|0.907|0.036	湖北放心粮油
尚美缘,尚美缘美容美甲,美容美甲	0.259|0.277|1.0,0.897|0.621|0.463,0.556|0.288|0.188	尚美缘美容美甲
美发,热能烫,高子烫,生,专业剪发,百合,烟油,烫发,县做起	0.647|0.5|0.948,0.921|0.842|0.036,0.788|0.847|0.053,0.929|0.464|0.098,0.449|0.832|0.056,0.254|0.286|1.0,0.581|0.842|0.038,0.671|0.842|0.042,0.902|0.587|0.047	百合美发
干果坊,优食汇	0.496|0.541|1.0,0.24|0.137|0.164	千果坊
坦途汽车服务部,昌通驾校,15029441000	0.292|0.819|0.079,0.48|0.391|1.0,0.746|0.847|0.043	昌通驾校坦途汽车服务部
T,汤姆狗,汤姆狗宠物生活馆,18895582787,tel,马鞍山直营加盟店,公,L13856510594	0.113|0.512|0.107,0.117|0.394|0.077,0.58|0.349|1.0,0.403|0.762|0.042,0.081|0.759|0.037,0.869|0.752|0.048,0.117|0.291|0.217,0.19|0.762|0.045	汤姆狗宠物生活馆
美味源,有园器,过桥米线	0.128|0.538|0.297,0.722|0.903|0.364,0.599|0.521|1.0	美味源过桥米线
州O,美容美发厅,理发,焗油,干洗,烫染,刮脸,红梅	0.861|0.103|0.246,0.55|0.511|1.0,0.227|0.819|0.222,0.696|0.851|0.13,0.857|0.858|0.143,0.534|0.844|0.131,0.388|0.826|0.129,0.463|0.131|0.36	红梅美容美发厅
餐油条豆腐脑豆浆包子饭,晨旭早餐	0.503|0.828|0.101,0.507|0.392|1.0	晨旭早餐
畅清大道至,t,西五路门市部,陕旅集团,L一SNXJ00004,中旅,陕西中旅,旅行热线0913一2128278,陕西中国旅行社有限责任公司,许可证号	0.206|0.214|0.03,0.173|0.429|0.088,0.845|0.771|0.026,0.206|0.141|0.054,0.804|0.158|0.028,0.164|0.532|0.038,0.629|0.498|1.0,0.259|0.838|0.018,0.6|0.765|0.023,0.604|0.158|0.035	陕西中旅
科伦集团,combine,北川万寿堂加盟店,康贝大药房	0.082|0.17|0.01,0.188|0.156|0.005,0.791|0.907|0.06,0.493|0.462|1.0	康贝大药房
美的,美的专卖店,电,midea	0.233|0.49|0.299,0.754|0.51|1.0,0.155|0.436|0.986,0.414|0.584|0.244	美的专卖店
创新,方圆,物流南乐分公司	0.523|0.138|0.275,0.205|0.139|0.271,0.494|0.579|1.0	方圆创新物流南乐分公司
主营文具办公书本雨伞食,ahan,爱好文具,爱好文具	0.642|0.801|0.279,0.606|0.197|0.904,0.606|0.508|1.0,0.115|0.521|0.627	爱好文具
专业烫染,萧剑造型	0.817|0.833|0.061,0.549|0.404|1.0	萧剑造型
美团外卖,奥哥冷食批发	0.163|0.672|0.377,0.679|0.328|1.0	奥哥冷食批发
乐桔牌柑橘营养专用肥,运营商广恩生物科技有限公司,乐洁,土生物科技有限公司,citru,生物菌,多种螯合微量元素,SPECAL,for,fertilzerf,高品质全水容肥,荣老板,大良镇兴柏农资公司专卖店,电话18978053266,有机无机,nutrition	0.4|0.277|1.0,0.191|0.862|0.116,0.085|0.283|0.161,0.249|0.781|0.081,0.46|0.56|0.071,0.925|0.521|0.259,0.761|0.5|0.277,0.188|0.542|0.074,0.402|0.558|0.055,0.31|0.552|0.066,0.875|0.231|0.27,0.926|0.906|0.168,0.516|0.852|0.28,0.794|0.881|0.124,0.714|0.217|0.243,0.583|0.573|0.07	乐桔牌柑橘营养专用肥
15898235006,普利司通轮,TONE工民SHOP,普利司通轮胎,RIDGEST0nE,三和汽车服务站,bts,TEL227199	0.124|0.888|0.148,0.78|0.721|1.0,0.625|0.602|0.012,0.747|0.311|0.191,0.738|0.2|0.224,0.681|0.902|0.152,0.619|0.55|0.159,0.921|0.912|0.071	普利司通轮胎
化肥,华宇农药,菜籽,绿叶农资,农药	0.831|0.885|0.07,0.1|0.517|0.086,0.585|0.895|0.076,0.55|0.436|1.0,0.708|0.895|0.075	绿叶农资
金,富强汽车维,ooo园,爱车养护中心,修服,壳牌喜力,金,修新连锁	0.147|0.5|1.0,0.947|0.373|0.087,0.789|0.505|0.082,0.693|0.52|0.066,0.992|0.559|0.035,0.587|0.536|0.096,0.507|0.423|0.655,0.98|0.711|0.036	汽牌喜力爱车养护中心
婚跟发,西牙7,写夏,腾微眼镜,童摄影会馆,皇家贝儿,专业儿,野味孕照	0.562|0.834|0.071,0.528|0.962|0.05,0.174|0.914|0.075,0.18|0.844|0.048,0.705|0.573|0.224,0.519|0.397|1.0,0.848|0.262|0.161,0.534|0.908|0.048	皇家贝儿
专卖店,15085130171,电话18385005935,嘉宝莉漆,carpoly,嘉宝莉	0.888|0.767|0.077,0.674|0.776|0.04,0.297|0.775|0.075,0.628|0.472|1.0,0.201|0.517|0.021,0.189|0.61|0.069	嘉宝莉漆
轿车轮胎专卖,朝阳,玛吉斯,普利司通,玲珑,海大,正新	0.629|0.348|1.0,0.24|0.8|0.136,0.418|0.807|0.143,0.653|0.81|0.124,0.847|0.814|0.112,0.975|0.821|0.121,0.087|0.797|0.153	轿车轮胎专卖
和瑜伽,报场名馆地热址线1九5江20市922017307029988,川LY,一口店汽,和瑜伽生活馆,17307029988,我的生活和瑜伽	0.118|0.328|0.081,0.487|0.875|0.154,0.718|0.417|0.21,0.115|0.392|0.042,0.588|0.236|1.0,0.762|0.9|0.068,0.434|0.392|0.11	和瑜伽生活馆
13033105906,正新轮胎戴宏健经销处,合肥新轮小丹阳	0.538|0.701|0.197,0.438|0.497|0.567,0.423|0.317|1.0	合肥新轮小丹阳正新轮胎戴宏健经销处
ktv,案	0.793|0.868|0.211,0.812|0.434|1.0	云华ktv
戴尔电脑,连州金银花戴尔专卖店	0.257|0.47|1.0,0.19|0.827|0.068	连州金银花戴尔专卖店
甲塘鱼胡须草鱼牛八宝香猪肉,铁甲山饭店,砂锅豆腐,订餐热线,铁甲山饭店,乡里鸡鸭羊肉狗肉王丫叫	0.332|0.441|0.133,0.168|0.487|0.503,0.893|0.12|0.044,0.481|0.954|0.131,0.592|0.458|1.0,0.824|0.487|0.113	铁甲山饭店
海军诊所,政府注册,海军西医内科诊所	0.593|0.44|1.0,0.128|0.731|0.055,0.763|0.77|0.056	海军诊所
手工水饺,凉面,18096708636,菜馍,晚餐,卤菜,锅巴,地线18756836942,凉菜,稀饭,杂面条,中餐,青松杂面馆	0.444|0.762|0.036,0.543|0.733|0.025,0.783|0.787|0.022,0.786|0.654|0.02,0.72|0.674|0.021,0.661|0.695|0.024,0.833|0.64|0.018,0.485|0.884|0.04,0.603|0.717|0.025,0.88|0.621|0.017,0.322|0.804|0.039,0.229|0.826|0.037,0.522|0.361|1.0	青松杂面馆
公安局,充州区,交通警察大队二中队	0.294|0.149|0.417,0.711|0.151|0.438,0.48|0.595|1.0	兖州区公安局交通警察大队二中队
中国,海,体育彩票	0.115|0.518|0.153,0.035|0.524|0.331,0.52|0.506|1.0	中国体育彩票
易吸收,佳贝艾特,羊奶,佳贝艾特,kabrica,口山,方羊奶,好消化,N一6	0.598|0.808|0.425,0.798|0.304|0.089,0.187|0.783|0.442,0.355|0.409|1.0,0.236|0.149|0.13,0.748|0.264|0.056,0.845|0.37|0.167,0.376|0.801|0.454,0.814|0.522|0.138	佳贝艾特
卓越,农机工矿	0.112|0.453|0.415,0.585|0.5|1.0	卓越农机工矿
电缆,开关电器,08743987755,主营,至汇五金,联塑管业,N0C8741809041,13769551690,管材,五金,电线,电话18087465208,电动工具	0.564|0.563|0.142,0.705|0.565|0.169,0.77|0.717|0.065,0.138|0.562|0.187,0.311|0.333|1.0,0.765|0.335|1.0,0.762|0.891|0.049,0.526|0.72|0.06,0.365|0.566|0.165,0.266|0.565|0.157,0.465|0.565|0.166,0.244|0.717|0.082,0.891|0.561|0.153	至汇五金联塑管业
denghai,种业专营店,电话15165991356,登海	0.234|0.488|0.373,0.78|0.465|0.337,0.788|0.755|0.069,0.52|0.425|1.0	登海种业专营店
自助银行服务,wes,24,OU	0.302|0.646|0.566,0.625|0.563|0.117,0.385|0.171|1.0,0.385|0.239|0.204	自助银行服务
朝阳朝阳轮胎,医务生话泉0,邦东轮胎经销部,卖一,精b0	0.506|0.407|1.0,0.857|0.759|0.038,0.541|0.828|0.038,0.424|0.697|0.045,0.421|0.783|0.033	邦东轮胎经销部
山市中医院医疗联,白鹿镇卫生院	0.498|0.284|1.0,0.489|0.805|0.135	庐山市中医院医疗联合体白鹿镇卫生院
奥普,aupu,南产品体验中心	0.739|0.53|0.618,0.436|0.5|1.0,0.907|0.886|0.085	奥普
赊店老酒馆介绍,青华镇赊店老酒馆	0.51|0.189|0.37,0.508|0.092|1.0	青华镇赊店老酒馆
小时,山西信合,自助银行服务,山西百农村用社,24	0.789|0.185|0.392,0.507|0.431|0.067,0.486|0.506|0.183,0.378|0.626|0.053,0.446|0.154|1.0	山西信合自助银行服务
中国电信,生资电信营业厅	0.629|0.144|0.063,0.46|0.576|1.0	中国电信生资电信营业厅
公安,P	0.387|0.411|1.0,0.961|0.518|0.268	公安
天木科技艾眼眼部健康体验中心,门,天才批发,天才艾眼吧,兜,诚道全国商,no1905店,山山山糕山,加盟热线	0.583|0.674|0.099,0.124|0.353|0.207,0.137|0.66|0.055,0.581|0.389|1.0,0.119|0.299|0.357,0.761|0.084|0.092,0.171|0.897|0.049,0.122|0.728|0.022,0.719|0.897|0.223	天才艾眼吧
13593098473,地址,电话15234440098,五里庄家私,山西泰士博有限公司,五里庄幼儿园门口	0.815|0.892|0.022,0.067|0.873|0.034,0.535|0.892|0.03,0.471|0.508|1.0,0.313|0.127|0.086,0.238|0.881|0.049	五里庄家私
13700193242,高丰村第六卫生所,董氏中医	0.814|0.707|0.13,0.497|0.153|0.514,0.326|0.642|1.0	高丰村第六卫生所
全国加盟业,水乡小粥,水乡小粥,三	0.129|0.849|0.038,0.594|0.381|1.0,0.126|0.211|0.077,0.303|0.839|0.143	水乡小粥
悦秀园,融创	0.673|0.465|0.977,0.379|0.469|1.0	融创悦秀园
云集校区云集大戏台对面二楼号楼,13615571551,幼儿舞蹈启蒙课程,萌萌兔的礼物,艺术学校,一家有舞蹈教科书的专业舞蹈学校,5一6岁小少儿,武夷商城校区,金海校区新二中西门向北舞尚舞艺术学校,舜尚舞,萌趣舞蹈,W八SANNW0ARTSCHOO,武夷商城东门向南60米,15955705181,课程设置,35岁宝贝,咨询热线	0.213|0.822|0.208,0.722|0.706|0.201,0.761|0.89|0.154,0.502|0.879|0.087,0.214|0.464|0.315,0.617|0.159|1.0,0.627|0.932|0.14,0.116|0.98|0.113,0.226|0.899|0.154,0.118|0.474|0.668,0.502|0.949|0.13,0.162|0.58|0.102,0.249|0.975|0.111,0.493|0.712|0.239,0.492|0.816|0.1,0.642|0.884|0.113,0.216|0.707|0.991	舞尚舞艺术学校
电话18023776798,隆兴意生,衣柜,橱柜	0.877|0.872|0.049,0.067|0.598|0.068,0.55|0.526|1.0,0.26|0.498|0.935	橱柜衣柜
姐妹水果南杂,雅轩	0.466|0.396|0.89,0.527|0.802|1.0	姐妹水果南杂
管用五十年,日丰管	0.493|0.824|0.332,0.617|0.341|1.0	日丰管
奥莱斯三田轮胎总代理,aoso	0.699|0.476|0.879,0.258|0.43|1.0	奥莱斯三田轮胎
伟业五金,新兴电缆,13313852288,耐用超过7O年	0.512|0.77|1.0,0.495|0.164|0.879,0.523|0.951|0.132,0.505|0.456|0.662	伟业五金
副国,中石化,中国石化,sinopec	0.935|0.607|0.088,0.914|0.442|0.122,0.348|0.403|1.0,0.531|0.383|0.304	中国石化
焊沃农业装备,电话15855398222,hanwo,用户最心仪的拖拉机十佳品牌,宿州市亚奥农机销售有限公司,IH八IN口,焊沃,宏伟农机	0.618|0.309|1.0,0.781|0.962|0.024,0.389|0.653|0.106,0.146|0.133|0.02,0.408|0.959|0.029,0.128|0.702|0.049,0.24|0.705|0.081,0.724|0.707|0.975	宏伟农机
造型,初艺	0.787|0.603|0.282,0.331|0.462|1.0	初艺造型
至尊婚礼会馆,唯爱庆典,15265757517	0.339|0.872|0.089,0.498|0.565|1.0,0.797|0.854|0.048	唯爱庆典
胖子烟酒批发部,迎贸贡酒,迎驾贡酒,洞9洞20,大光业迎名酒,1370日8,电话538国96,生态洞藏,胖子烟酒,批发部	0.42|0.972|0.228,0.153|0.567|0.072,0.572|0.095|0.95,0.381|0.912|0.121,0.68|0.91|0.081,0.684|0.785|0.09,0.34|0.785|0.074,0.538|0.238|0.873,0.59|0.464|0.968,0.596|0.645|1.0	胖子烟酒批发部
美甲,国际美妆学校,培训,卜,纹绣,国ae口,化妆,美睫	0.608|0.588|0.6,0.173|0.732|0.154,0.867|0.58|0.669,0.186|0.252|1.0,0.337|0.52|0.824,0.177|0.548|0.119,0.733|0.596|0.641,0.48|0.552|0.731	udemy国际美妆学校
美养瘦,催乳,东方倍芙,产后,产后修复中心,回乳	0.943|0.643|0.631,0.102|0.432|0.227,0.528|0.084|0.774,0.11|0.859|0.29,0.528|0.301|1.0,0.105|0.641|0.258	东方倍芙产后修复中心
凤华,美容美发	0.37|0.488|1.0,0.797|0.646|0.332	枫华美容美发
u台铃,省电跑更远	0.594|0.266|1.0,0.645|0.551|0.428	台铃
婚礼庆典摄像照相,B945口,缘梦数码摄影,1323366	0.199|0.874|0.036,0.699|0.881|0.036,0.489|0.483|1.0,0.506|0.881|0.029	缘梦数码摄影
七星村委会,七星村综合服务中心	0.502|0.367|1.0,0.749|0.856|0.13	七星村委会七星村综合服务中心
重科,中联,唐河销售服务中心,河南德泽,士机	0.883|0.192|0.522,0.689|0.192|0.681,0.819|0.852|0.137,0.852|0.396|0.33,0.141|0.568|1.0	中联重科
yangingbeer,锅贴,电话13312244713,一锅容天下,燕京啤酒	0.193|0.776|0.064,0.796|0.643|0.449,0.789|0.91|0.062,0.589|0.231|1.0,0.182|0.643|0.265	一锅容天下锅贴
经营,名烟,名酒,8876999,YANG,水产品,电话13733696188,粮油,干菜调料,洋河股份,冷冻食品,百家宴食材,洋河蓝色经典	0.133|0.75|0.064,0.254|0.75|0.057,0.338|0.75|0.055,0.512|0.839|0.029,0.195|0.13|0.022,0.593|0.751|0.057,0.254|0.834|0.044,0.857|0.749|0.058,0.734|0.75|0.059,0.193|0.09|0.039,0.455|0.75|0.059,0.49|0.576|0.874,0.49|0.326|1.0	百家宴食材
加盟电话日1815231272,安宫廷香香酥牛肉	0.846|0.809|0.032,0.486|0.348|1.0	西安宫廷香酥牛肉饼
叮当百货店,hyo620030,京东,A一,京东便利店	0.582|0.659|0.095,0.794|0.652|0.041,0.15|0.67|0.372,0.156|0.454|0.068,0.627|0.293|1.0	京东便利店
施可丰复合肥,贾庄特许经销店	0.621|0.52|1.0,0.606|0.86|0.188	施可丰复合肥
阳光肉业,大荔县渭滨阳光肉类,NO二009店,直营店,田源阳光,电话3482333	0.446|0.52|1.0,0.364|0.082|0.105,0.169|0.858|0.086,0.823|0.621|0.297,0.111|0.517|0.035,0.769|0.881|0.137	阳光肉业直营店
z4,小时自助服务,rural,bank,commercial,广东农信,英德农商银行,W诚E元E日W,yingde,gdrc	0.823|0.512|0.37,0.903|0.488|0.158,0.489|0.647|0.057,0.659|0.649|0.065,0.576|0.654|0.064,0.265|0.41|0.565,0.533|0.455|1.0,0.906|0.585|0.061,0.426|0.649|0.058,0.249|0.611|0.3	广东农信英德农商银行24小时自助服务
cits,C市,郑雯心,13750248168,邓佳佳,中国国旅,18316873992,紫金门市部,蓝塘业务点	0.371|0.387|0.787,0.132|0.343|0.059,0.725|0.745|0.088,0.864|0.731|0.046,0.254|0.769|0.09,0.75|0.363|1.0,0.401|0.772|0.044,0.586|0.758|0.102,0.116|0.777|0.086	中国国旅
康辉旅游,13837596680,17730827253,汝州营业部,河南康辉国际旅行社	0.079|0.695|0.03,0.6|0.883|0.047,0.853|0.914|0.049,0.402|0.878|0.068,0.548|0.464|1.0	河南康辉国际旅行社汝州营业部
cctvcom,13874193348,主营,CHEF车仆,25061001,CVTF,电话,干式湿式双离合自动变速箱,广告合作伙伴,维修各种AT,央视网,攸县自动变速箱专修,车仆润	0.587|0.87|0.045,0.82|0.57|0.039,0.145|0.577|0.052,0.286|0.895|0.341,0.853|0.652|0.016,0.341|0.584|0.04,0.694|0.575|0.054,0.52|0.584|0.065,0.583|0.943|0.029,0.239|0.58|0.057,0.631|0.82|0.017,0.515|0.289|1.0,0.878|0.866|0.466	攸县自动变速箱专修
视贝墙,seedest,视贝生活电器专卖	0.188|0.441|0.9,0.139|0.235|0.148,0.489|0.778|1.0	视贝生活电器专卖
编中高档毛衣,不色不缩水不掉毛电话1572053	0.509|0.387|1.0,0.509|0.873|0.072	编中高档毛衣
皇家,翰林,翰材皇家	0.778|0.488|0.831,0.247|0.538|1.0,0.478|0.747|0.034	翰林皇家
全球甄选奶源,年品质安,龙凤母婴店,贝智康	0.112|0.487|0.033,0.122|0.606|0.054,0.47|0.41|1.0,0.122|0.216|0.11	龙凤母婴店
晾衣架,主营玻璃胶,欧洲工艺,欧洲品牌,UYU,地弹簧,剑飞门窗配件,不锈钢配件等,电话传真,泡沫剂,门锁,最高端的门窗五金,欧洲技术,德国固宇高端门窗五金,精品家装窗纱一体配件,传真0570一8028879,滑轮,拉手,金刚网,美缝剂,平开门窗配件,手机15924091404,五金	0.375|0.788|0.045,0.125|0.779|0.055,0.511|0.421|0.142,0.136|0.402|0.151,0.172|0.614|0.502,0.453|0.798|0.054,0.508|0.194|1.0,0.869|0.803|0.051,0.473|0.892|0.051,0.221|0.785|0.055,0.653|0.802|0.054,0.771|0.424|0.15,0.324|0.411|0.132,0.602|0.635|0.456,0.167|0.877|0.063,0.593|0.892|0.039,0.594|0.797|0.047,0.714|0.798|0.054,0.528|0.797|0.047,0.299|0.789|0.051,0.343|0.885|0.061,0.82|0.898|0.046,0.772|0.798|0.051	剑飞门窗配件
